region,categorie_vehicule,agglomeration,atmosphere,luminosite,etat_surface,intersection,place,disposition_securite,gravite,motif_deplacement,type_collision,mois,semaine,jour,heure,age
11,15,2,4,2,4,1,1,2,3,1,2,2,8,1,12,35
11,6,2,4,2,4,1,2,2,3,2,2,3,11,5,13,29
27,6,2,7,2,3,1,1,2,2,1,2,7,27,2,13,38
27,3,2,4,2,4,4,1,1,2,3,2,7,27,4,16,43
27,3,2,4,2,4,1,1,1,2,2,2,7,29,4,14,80
27,18,2,4,2,4,9,1,7,2,2,2,7,29,1,10,59
27,3,2,4,2,4,3,1,1,2,5,2,7,27,4,20,83
27,3,2,4,2,4,3,2,1,2,5,2,7,27,4,20,69
27,6,2,4,2,4,3,1,2,2,3,2,7,28,4,14,42
27,3,2,4,2,4,4,1,1,2,2,2,7,29,6,16,34
27,3,2,4,2,4,4,2,1,2,2,2,7,29,6,16,32
27,3,2,4,2,4,1,1,3,2,5,2,8,31,1,16,41
27,6,2,4,2,4,1,1,2,2,3,2,8,31,5,8,37
27,18,2,4,2,4,1,1,5,2,2,2,8,34,3,16,85
27,3,2,4,2,4,1,1,1,2,1,2,8,34,3,10,61
27,18,2,4,4,4,1,1,5,2,2,2,8,32,7,1,52
27,7,2,4,2,4,2,1,2,2,2,2,8,33,7,19,56
27,6,2,4,2,4,1,1,2,2,3,2,8,33,1,12,50
76,6,2,4,2,4,1,1,2,2,2,2,6,23,4,19,41
76,3,2,4,2,4,1,1,1,2,2,2,6,22,3,15,38
76,18,2,4,4,4,1,1,14,2,2,2,6,23,7,3,32
76,3,2,4,4,4,1,1,1,2,6,2,6,23,7,23,45
76,3,2,4,2,4,1,2,1,2,2,2,6,22,7,11,78
76,3,2,4,2,4,1,4,1,2,2,2,6,22,7,11,39
76,3,2,4,2,4,1,1,1,2,2,2,6,26,2,17,61
76,7,2,4,2,4,1,1,2,2,2,2,6,25,5,12,58
52,18,2,4,2,4,2,1,12,2,2,2,8,33,1,11,85
76,6,2,4,4,4,1,1,2,2,2,2,7,27,3,0,43
76,6,2,4,4,4,1,1,2,2,6,2,7,29,2,21,37
76,15,2,4,5,4,1,1,2,2,2,2,7,27,3,21,32
76,7,2,4,2,4,1,1,2,2,3,2,7,28,6,7,60
11,15,2,4,2,4,1,1,9,2,2,2,6,22,1,20,31
11,2,2,4,2,4,3,1,1,2,3,2,6,22,4,9,43
11,3,2,4,4,4,1,1,1,2,2,2,6,24,7,23,51
11,3,2,4,2,4,1,2,1,2,6,2,6,25,3,11,42
11,16,2,4,2,4,3,1,1,2,2,2,6,22,5,14,32
11,16,2,4,2,4,3,2,1,2,2,2,6,22,5,14,31
11,3,2,4,2,4,6,1,1,2,5,2,6,22,2,15,62
11,3,2,4,2,4,1,1,1,2,2,2,6,23,5,18,65
27,18,2,4,2,4,1,1,5,2,3,2,2,7,1,13,32
27,3,2,4,2,4,1,1,1,2,3,2,3,9,4,17,68
27,3,2,4,2,4,1,3,1,2,1,2,6,22,3,14,32
27,3,2,4,2,4,1,2,1,2,2,2,6,22,3,14,32
27,3,2,4,2,4,1,1,1,2,2,2,6,22,3,14,49
27,3,2,4,2,4,1,2,1,2,2,2,6,22,3,14,52
44,15,2,4,4,4,1,1,2,2,1,2,8,32,5,21,39
44,3,2,4,4,4,1,1,1,2,6,2,8,32,6,21,54
44,3,2,4,2,4,1,1,1,2,2,2,8,34,2,10,37
44,16,2,4,2,4,1,2,1,2,2,2,8,33,3,16,69
76,7,2,4,2,4,1,1,2,2,2,2,8,32,3,17,60
76,18,2,4,2,4,1,1,9,2,3,2,8,34,2,20,34
76,7,2,4,2,4,1,1,2,2,2,2,8,34,3,15,38
76,7,2,4,2,4,1,1,2,2,1,2,8,33,5,9,68
76,18,2,4,2,4,1,1,5,2,5,2,8,33,3,9,96
76,3,2,4,2,4,1,2,1,2,2,2,8,34,5,16,32
44,15,2,4,4,4,1,1,2,2,2,2,9,38,4,22,33
44,15,2,4,4,4,1,1,2,2,2,2,9,38,4,22,33
84,3,2,4,2,4,1,1,1,2,2,2,4,16,4,12,57
84,6,2,4,2,4,1,1,2,2,2,2,4,13,5,16,32
75,7,2,4,2,4,1,1,2,2,1,2,7,27,2,18,54
44,6,2,4,4,4,1,1,2,2,1,2,9,37,2,21,33
44,6,2,4,2,4,1,1,2,2,2,2,9,35,6,13,31
11,7,2,4,2,4,7,1,2,2,1,2,10,39,5,15,59
11,6,2,4,2,4,1,1,2,2,3,2,10,39,5,17,30
11,3,2,4,2,4,1,1,1,2,2,2,10,39,7,15,39
11,15,2,7,2,3,1,1,2,2,1,2,10,40,1,13,38
11,6,2,8,4,3,1,1,2,2,3,2,10,40,1,21,45
11,15,2,4,2,4,1,1,2,2,2,2,10,39,4,16,48
11,12,2,4,2,4,5,1,9,2,1,2,10,39,4,16,39
11,3,2,4,2,4,1,1,1,2,2,2,10,39,6,15,58
11,19,2,4,2,4,1,1,2,2,3,2,10,39,6,17,43
11,7,2,4,4,4,2,1,2,2,3,2,10,39,6,20,42
11,12,2,7,2,3,2,1,2,2,3,2,10,40,2,9,59
76,3,1,4,2,4,4,1,1,2,1,2,8,32,2,9,50
44,3,1,4,2,4,1,1,1,2,5,2,7,29,5,12,45
84,3,1,4,3,4,1,1,1,2,2,2,7,29,6,0,49
27,15,1,4,2,4,1,1,2,2,2,2,9,37,7,15,29
27,15,1,4,2,4,1,1,2,2,2,2,9,37,7,15,28
53,7,1,4,2,4,1,1,2,2,2,2,5,17,7,15,70
27,3,1,4,2,4,1,1,1,2,1,2,7,28,4,12,36
27,3,1,4,2,4,1,1,1,2,3,2,7,29,4,11,66
27,2,1,4,5,4,1,1,1,2,2,2,8,31,1,0,59
27,7,1,4,2,4,1,1,2,2,2,2,8,32,4,12,60
32,3,1,4,2,4,1,1,1,2,2,2,7,28,2,9,37
84,8,1,4,3,4,1,1,1,2,1,2,6,24,4,0,55
11,3,1,2,2,3,1,3,1,2,2,2,2,5,6,14,23
11,3,1,2,2,3,1,1,1,2,2,2,2,5,6,14,51
11,3,1,4,2,4,1,1,1,2,3,2,3,11,1,18,47
11,3,1,4,2,4,1,2,1,2,3,2,3,11,1,18,52
11,3,1,4,2,4,1,1,1,2,2,2,3,9,1,13,70
11,3,1,4,3,4,1,2,1,2,2,2,3,9,6,21,63
11,1,1,4,1,4,1,1,5,2,1,2,3,11,2,5,75
11,3,1,4,2,4,1,1,1,2,6,2,3,12,1,15,67
11,3,1,8,2,3,1,2,1,2,5,2,3,12,6,16,53
11,3,1,8,2,3,1,4,1,2,5,2,3,12,6,16,27
11,3,1,8,2,3,1,3,1,2,5,2,3,12,6,16,23
11,5,1,4,3,4,1,1,1,2,1,2,3,13,2,4,44
44,7,1,4,2,4,4,1,2,2,2,2,8,31,3,19,44
11,7,1,4,3,4,1,1,2,2,3,2,3,9,5,19,46
84,3,1,4,3,4,1,1,1,2,6,2,2,5,3,6,49
84,2,1,4,3,4,1,1,1,2,6,2,2,5,3,6,71
84,3,1,3,4,3,1,1,1,2,3,2,2,5,4,8,44
84,3,1,4,4,4,1,1,1,2,2,2,2,6,7,4,53
84,3,1,4,2,4,1,1,1,2,2,2,2,7,3,16,80
84,3,1,4,2,4,1,2,1,2,2,2,2,7,3,16,63
11,3,1,4,2,4,1,1,1,2,3,2,7,29,1,18,46
84,3,1,6,2,4,1,1,1,2,2,2,7,28,6,14,77
93,3,1,4,3,4,1,4,1,2,2,2,3,8,7,1,79
93,3,1,4,3,4,1,2,1,2,2,2,3,8,7,1,28
84,3,1,7,2,3,1,1,1,2,4,2,3,9,1,7,37
84,3,1,4,2,4,1,1,1,2,2,2,3,9,5,17,47
84,3,1,4,4,4,1,1,1,2,2,2,3,11,1,20,40
84,7,1,4,2,4,1,1,2,2,2,2,3,11,3,11,40
84,3,1,4,4,4,1,3,4,2,2,2,3,12,4,22,64
84,3,1,4,2,4,2,1,1,2,3,2,3,13,1,16,43
53,3,1,4,2,4,1,1,1,2,3,2,3,9,1,8,50
53,6,1,4,1,4,1,1,2,2,2,2,4,17,4,20,41
84,1,1,4,2,4,1,1,1,2,1,2,4,14,5,9,52
84,3,1,4,3,4,1,2,1,2,2,2,4,14,5,22,46
84,3,1,4,3,4,1,1,1,2,2,2,4,14,5,22,43
84,3,1,4,3,4,1,1,1,2,2,2,4,14,5,22,36
84,3,1,4,3,4,1,1,1,2,2,2,4,16,1,22,36
84,3,1,4,3,4,1,1,1,2,2,2,4,16,1,22,66
84,3,1,4,3,4,1,2,1,2,2,2,4,16,1,22,64
84,3,1,4,4,4,1,3,1,2,2,2,4,15,6,2,20
84,3,1,4,4,4,1,3,1,2,2,2,4,15,6,2,17
75,8,1,4,4,4,1,1,1,2,1,2,4,16,6,0,67
75,19,1,7,1,3,1,1,2,2,2,2,4,15,2,17,82
75,19,1,7,1,3,1,2,2,2,2,2,4,15,2,17,67
75,3,1,7,2,3,1,1,1,2,3,2,5,19,1,19,74
75,7,1,4,2,4,1,1,2,2,2,2,5,17,7,18,52
75,7,1,4,2,4,1,1,2,2,3,2,5,18,2,7,41
75,3,1,4,2,4,1,1,1,2,2,2,6,25,6,19,73
75,3,1,4,2,4,1,1,1,2,2,2,6,25,4,9,76
75,3,1,4,4,4,1,2,1,2,2,2,6,24,6,2,61
75,3,1,4,4,4,1,4,1,2,2,2,6,24,6,2,38
75,3,1,4,4,4,1,2,1,2,2,2,6,24,6,2,40
75,3,1,4,2,4,1,1,1,2,3,2,6,24,6,8,69
75,3,1,4,2,4,1,1,1,2,3,2,6,25,3,10,54
75,2,1,4,2,4,1,1,1,2,1,2,6,25,5,18,54
75,3,1,3,2,3,1,1,1,2,2,2,6,22,5,9,99
84,3,1,4,1,4,1,1,1,2,3,2,3,11,7,6,52
75,3,1,4,2,4,1,1,1,2,2,2,7,29,1,14,69
75,3,1,4,2,4,1,1,1,2,2,2,7,29,6,7,53
75,3,1,4,4,4,1,1,1,2,6,2,7,26,7,1,69
75,3,1,4,2,4,1,3,1,2,2,2,7,27,7,15,97
75,3,1,4,2,4,1,2,1,2,2,2,7,27,7,15,97
75,3,1,4,3,4,1,1,1,2,1,2,8,34,1,5,61
75,3,1,4,2,4,1,1,1,2,2,2,8,31,6,11,72
75,3,1,4,2,4,1,4,1,2,2,2,8,33,5,7,51
75,3,1,4,2,4,1,1,1,2,3,2,8,33,5,7,63
27,2,1,4,2,4,1,1,1,2,1,2,7,30,3,14,45
27,3,1,4,2,4,1,1,1,2,6,2,7,30,5,17,57
27,3,1,4,2,4,1,1,1,2,2,2,7,30,5,17,82
27,15,1,7,2,3,1,1,2,2,2,2,8,34,1,16,31
93,3,1,4,2,4,1,1,1,2,2,2,7,30,3,9,63
24,3,1,4,2,4,1,1,1,2,2,2,8,32,1,15,54
84,3,1,4,2,4,1,1,1,2,3,2,5,19,6,9,38
84,3,1,4,2,4,1,1,1,2,2,2,5,18,1,18,40
84,3,1,4,2,4,1,4,1,2,2,2,5,21,3,17,70
84,7,1,4,2,4,1,1,2,2,2,2,5,21,5,18,52
84,7,1,4,2,4,1,2,2,2,2,2,5,21,5,18,47
53,3,1,4,2,4,1,1,1,2,2,2,5,20,7,14,57
53,3,1,4,2,4,3,1,1,2,2,2,5,21,2,18,41
53,3,1,4,2,4,3,1,1,2,3,2,5,21,2,18,48
76,15,1,4,3,4,1,1,2,2,3,2,5,18,6,6,36
52,3,1,4,2,4,1,1,1,2,2,2,9,36,1,11,61
53,3,1,4,2,3,1,1,1,2,2,2,6,26,2,18,45
84,3,1,4,2,4,1,1,1,2,1,2,6,22,3,8,42
84,3,1,4,2,4,1,2,1,2,6,2,6,22,3,8,71
84,7,1,4,2,4,1,1,2,2,3,2,6,23,5,8,52
84,2,1,4,3,4,1,1,1,2,1,2,6,24,3,1,63
84,3,1,4,3,4,1,1,1,2,6,2,6,24,3,1,56
84,3,1,4,3,4,1,1,1,2,2,2,4,14,7,21,42
32,8,1,4,2,4,1,1,1,2,3,2,8,31,4,16,64
28,6,1,4,2,4,1,1,2,2,3,2,9,36,1,12,37
28,3,1,4,2,4,1,1,1,2,3,2,9,37,2,8,45
28,3,1,4,2,4,1,1,1,2,3,2,9,37,2,8,40
11,12,2,4,2,4,1,1,9,2,1,2,10,40,3,9,45
11,3,2,4,2,4,4,1,1,2,2,2,10,40,3,10,48
11,3,2,4,2,4,5,1,1,2,2,2,10,40,3,10,81
11,15,2,4,2,4,5,1,2,2,1,2,10,40,3,10,49
11,7,2,4,2,4,1,1,2,2,2,2,10,40,3,17,37
11,16,2,7,4,3,1,1,1,2,2,2,10,40,3,19,64
11,18,2,8,2,4,1,1,9,2,3,2,10,40,5,17,59
11,7,2,8,2,4,1,1,2,2,3,2,10,40,5,7,62
11,12,2,4,2,4,1,1,2,2,3,2,10,40,4,9,41
11,15,2,4,2,4,1,1,2,2,2,2,10,40,4,13,50
11,12,2,7,2,3,4,1,2,2,3,2,10,40,4,18,66
11,3,2,4,2,4,1,2,1,2,2,2,10,40,6,14,56
11,7,2,4,2,4,1,1,2,2,2,2,10,40,6,14,54
11,7,2,4,2,4,1,5,2,2,2,2,10,40,6,14,39
11,7,2,4,2,4,1,1,2,2,2,2,10,40,6,17,54
11,12,2,4,4,4,1,1,2,2,2,2,10,40,6,22,67
11,3,2,7,4,3,4,2,3,2,2,2,10,41,1,0,38
11,3,2,7,4,3,4,1,3,2,3,2,10,41,1,0,46
11,3,2,7,4,3,4,3,3,2,3,2,10,41,1,0,45
11,19,2,4,2,4,5,1,2,2,1,2,10,41,1,9,49
11,7,2,4,2,4,2,1,2,2,1,2,10,41,1,9,47
11,3,2,4,2,4,5,1,1,2,2,2,10,41,1,10,58
11,3,2,4,2,4,5,2,1,2,2,2,10,41,1,10,74
11,7,2,4,2,4,1,1,2,2,3,2,10,41,1,11,51
11,6,2,4,3,4,4,1,2,2,2,2,10,41,1,18,35
11,3,2,4,3,4,4,1,1,2,2,2,10,41,1,18,43
11,3,2,4,3,4,4,4,8,2,6,2,10,41,1,18,16
11,3,2,4,3,4,4,3,8,2,6,2,10,41,1,18,14
11,3,2,4,3,4,4,2,1,2,2,2,10,41,1,18,47
11,18,2,4,2,4,1,1,9,2,2,2,10,41,2,11,27
11,12,2,4,2,4,1,1,2,2,3,2,10,41,2,15,46
11,3,2,4,4,4,7,2,1,2,2,2,10,41,2,19,33
11,3,2,4,4,4,7,1,1,2,2,2,10,41,2,19,37
11,7,2,4,4,4,1,1,2,2,2,2,10,41,2,21,53
11,7,2,4,2,4,1,1,2,2,3,2,10,41,3,9,53
11,6,2,4,2,4,1,1,2,2,1,2,10,41,4,14,39
11,6,2,4,1,4,1,1,2,2,2,2,10,41,4,18,33
11,3,2,4,4,4,1,2,1,2,2,2,10,41,7,0,36
11,3,2,4,4,4,1,1,1,2,2,2,10,41,7,0,36
11,15,2,4,1,4,1,1,2,2,3,2,10,41,7,18,35
11,3,2,4,3,4,2,1,1,2,2,2,10,41,7,20,80
11,18,2,8,2,4,4,1,9,2,2,2,10,41,5,8,65
11,15,2,7,2,4,5,1,2,2,3,2,10,41,5,12,35
11,7,2,4,1,4,1,1,2,2,2,2,10,41,5,19,44
11,3,2,4,4,4,2,1,1,2,2,2,10,41,5,22,39
11,3,2,4,4,4,2,2,1,2,2,2,10,41,5,22,65
11,3,2,4,2,3,1,2,1,2,2,2,10,41,6,14,56
11,7,2,4,2,4,1,1,2,2,3,2,10,41,6,14,41
11,3,2,8,4,4,1,2,1,2,2,2,10,41,6,20,70
11,19,2,4,2,4,1,1,2,2,3,2,10,42,2,8,50
11,19,2,4,2,4,1,5,2,2,3,2,10,42,2,8,49
11,15,2,4,4,4,5,1,2,2,3,2,10,42,2,19,54
11,18,2,4,2,4,1,1,9,2,1,2,10,42,1,15,46
11,7,2,4,2,4,1,1,2,2,1,2,10,42,1,15,54
11,12,2,4,2,4,2,1,2,2,3,2,10,42,1,15,40
11,18,2,4,2,4,1,1,7,2,3,2,10,42,1,16,64
11,2,2,4,2,4,1,1,1,2,1,2,10,42,1,16,49
11,12,2,4,4,4,1,1,2,2,1,2,10,42,1,20,47
11,6,2,4,2,3,1,1,2,2,3,2,10,42,4,7,35
11,3,2,4,1,4,1,1,1,2,3,2,10,42,4,8,60
11,15,2,7,2,3,1,1,2,2,3,2,10,42,3,9,48
11,14,2,7,2,3,2,1,2,2,1,2,10,42,3,11,65
11,12,2,7,2,3,1,1,9,2,2,2,10,42,3,12,79
11,3,2,4,2,4,4,1,1,2,1,2,10,42,5,13,51
11,15,2,4,2,4,1,1,2,2,2,2,10,42,5,15,33
11,3,2,7,4,3,2,1,1,2,2,2,10,42,6,1,43
11,12,2,7,2,3,4,1,2,2,3,2,10,42,6,10,64
11,12,2,7,2,3,1,1,2,2,2,2,10,42,6,11,42
11,6,2,7,2,3,1,1,2,2,2,2,10,42,6,15,31
11,6,2,7,2,3,1,2,2,2,2,2,10,42,6,15,32
11,3,2,4,2,3,1,3,4,2,1,2,10,42,6,16,56
11,3,2,4,4,4,4,1,1,2,3,2,10,42,7,18,74
11,11,2,4,4,4,2,1,3,2,1,2,10,43,2,22,47
11,3,2,4,2,4,1,4,8,2,2,2,10,43,1,10,20
11,3,2,4,2,4,1,1,1,2,2,2,10,43,1,10,50
11,7,2,4,2,4,1,1,2,2,3,2,10,43,3,7,44
11,3,2,4,2,4,1,1,1,2,1,2,10,43,3,13,46
11,7,2,4,2,4,1,1,2,2,2,2,10,43,3,13,42
11,12,2,4,2,4,1,1,2,2,3,2,10,43,3,16,42
11,12,2,4,4,4,4,2,2,2,2,2,10,43,3,18,73
11,3,2,4,4,4,2,1,1,2,1,2,10,43,3,22,38
11,12,2,4,2,4,1,1,2,2,1,2,10,43,4,7,57
11,15,2,4,4,4,1,1,2,2,2,2,10,43,4,22,62
76,15,2,4,2,4,1,1,2,2,2,2,6,22,6,15,34
76,3,2,4,2,4,1,1,1,2,2,2,6,23,4,17,62
27,3,2,4,2,4,6,1,1,2,3,2,6,24,3,17,64
76,3,2,4,1,4,1,1,1,2,2,2,9,35,3,20,62
53,3,2,4,2,4,2,1,1,2,1,2,3,12,4,19,68
53,3,2,4,2,3,1,1,1,2,5,2,5,21,1,9,37
44,3,2,4,2,4,1,1,1,2,3,2,2,7,3,17,67
84,3,2,4,2,4,1,2,1,2,3,2,7,28,1,10,50
27,3,2,4,2,4,1,1,1,2,1,2,7,29,5,10,49
44,3,2,4,2,4,1,1,1,2,2,2,3,10,5,13,89
32,6,2,4,2,4,1,2,2,2,2,2,7,28,2,19,30
32,6,2,4,2,4,1,1,2,2,2,2,7,28,2,19,31
75,6,2,4,2,4,1,5,2,2,2,2,9,36,7,11,29
75,6,2,4,2,4,1,1,2,2,2,2,9,36,7,11,30
75,15,2,4,2,4,3,1,2,2,2,2,9,38,3,15,30
11,3,2,4,2,4,1,1,1,2,2,2,2,5,2,10,53
11,3,2,7,2,3,1,1,1,2,1,2,2,6,1,8,39
11,3,2,7,2,3,1,1,1,2,1,2,2,6,1,8,60
11,3,2,4,2,3,1,1,1,2,3,2,2,6,3,9,53
11,3,2,4,2,4,7,2,1,2,2,2,2,8,3,14,33
11,3,2,4,2,4,7,1,1,2,2,2,2,8,3,14,59
11,3,2,4,2,4,1,1,1,2,3,2,2,8,2,15,35
11,15,2,7,3,3,7,1,2,2,1,2,3,9,6,21,35
11,15,2,4,2,4,1,1,2,2,1,2,3,10,4,11,38
11,15,2,4,2,4,2,1,2,2,2,2,3,11,5,16,33
11,2,2,7,1,3,1,1,1,2,1,2,3,12,3,6,71
11,2,2,7,2,6,1,1,1,2,3,2,3,12,6,7,50
84,3,2,7,2,3,1,1,3,2,6,2,2,5,4,14,90
84,3,2,4,2,4,1,1,1,1,2,2,2,5,6,13,36
84,3,2,4,4,4,1,1,1,1,2,2,2,8,5,20,61
11,3,2,4,2,4,1,1,1,1,2,2,7,27,6,20,36
11,3,2,7,4,4,1,1,1,1,5,2,7,28,5,0,34
11,3,2,7,4,4,1,1,1,1,1,2,7,28,5,0,46
11,3,2,4,2,4,1,1,1,1,2,2,7,29,5,7,73
84,3,2,4,2,4,1,1,1,1,2,2,7,27,6,15,72
93,3,2,4,2,4,1,1,1,1,4,2,3,11,2,8,58
93,2,2,4,2,4,4,1,1,1,1,2,3,9,1,17,45
93,3,2,8,2,3,4,1,1,1,2,2,3,12,7,12,67
93,3,2,4,4,4,1,1,1,1,2,2,3,11,1,19,34
93,3,2,4,2,4,1,1,1,1,3,2,3,12,5,8,49
93,3,2,4,2,4,1,1,1,1,3,2,3,12,5,7,37
93,3,2,7,2,3,1,1,3,1,2,2,3,8,7,17,36
93,3,2,4,1,4,1,1,3,1,3,2,3,9,5,19,49
93,3,2,4,2,4,1,1,3,1,4,2,3,10,1,12,35
93,3,2,4,2,4,1,1,3,1,2,2,3,11,7,17,34
93,3,2,4,2,4,1,1,1,1,3,2,3,12,4,7,59
93,1,2,4,2,4,1,1,3,1,1,2,3,11,4,15,64
93,3,2,4,2,4,1,1,1,1,2,2,3,10,1,12,74
93,3,2,4,2,4,1,1,3,1,2,2,3,10,1,12,67
84,3,2,4,4,4,1,1,1,1,2,2,3,8,7,5,39
84,3,2,4,2,4,1,1,1,1,2,2,3,12,4,13,43
84,3,2,4,2,4,1,1,1,1,1,2,3,9,2,12,81
84,3,2,4,2,4,2,1,1,1,2,2,3,10,1,17,34
84,3,2,4,2,4,1,1,1,1,3,2,3,10,4,12,50
84,3,2,6,2,4,1,1,1,1,1,2,3,11,1,13,42
84,3,2,4,2,4,1,1,3,1,2,2,3,11,4,10,73
84,3,2,4,2,4,1,1,1,1,1,2,3,11,6,18,65
75,3,2,4,2,4,1,1,1,1,2,2,8,31,1,18,49
75,3,2,4,2,4,4,1,1,1,1,2,8,31,5,19,37
75,3,2,4,4,4,1,1,1,1,2,2,8,32,5,0,38
75,2,2,4,2,4,1,1,5,1,2,2,8,34,6,10,81
75,2,2,4,2,4,1,1,1,1,2,2,8,34,6,11,53
75,3,2,4,2,4,1,1,1,1,2,2,8,35,1,11,100
75,3,2,7,2,3,1,1,1,1,1,2,9,35,2,13,40
75,3,2,4,2,4,1,1,3,1,2,2,9,35,4,11,74
75,3,2,4,2,4,1,1,1,1,1,2,9,35,5,13,42
75,3,2,4,2,4,1,1,1,1,2,2,9,35,6,10,100
75,3,2,4,2,4,1,1,1,1,2,2,9,35,6,10,56
75,3,2,4,2,4,1,3,1,1,2,2,9,35,6,10,14
75,3,2,4,2,4,1,1,1,1,2,2,9,35,7,18,51
75,3,2,4,2,4,1,2,1,1,2,2,9,35,7,18,37
53,2,2,4,2,4,1,1,1,1,1,2,3,9,1,17,50
53,3,2,4,2,4,4,1,1,1,2,2,3,10,6,14,34
53,3,2,4,2,4,4,1,1,1,2,2,3,10,6,14,39
53,3,2,4,1,3,1,1,1,1,3,2,3,9,7,19,38
53,3,2,4,2,4,1,1,1,1,6,2,3,11,3,19,34
53,3,2,4,2,4,1,2,1,1,1,2,3,11,3,19,52
53,3,2,4,2,4,3,1,1,1,2,2,3,11,6,18,42
53,3,2,4,2,4,3,1,1,1,2,2,3,11,6,18,74
53,3,2,7,2,3,1,1,3,1,2,2,4,15,3,17,50
53,2,2,4,2,4,7,1,1,1,1,2,4,17,2,10,43
53,3,2,4,2,4,1,1,1,1,2,2,4,15,6,15,49
53,3,2,4,2,4,1,1,1,1,2,2,4,15,6,15,44
24,3,2,4,2,4,1,1,1,1,5,2,5,17,6,12,53
84,3,2,4,2,4,1,1,1,1,3,2,4,13,3,12,40
84,3,2,4,2,4,1,1,1,1,2,2,4,13,3,12,43
84,3,2,4,2,4,4,1,3,1,3,2,4,13,4,17,58
84,3,2,4,4,4,1,1,1,1,2,2,4,14,2,0,61
84,3,2,4,2,4,1,1,1,1,2,2,4,14,3,19,52
84,3,2,4,4,4,1,1,1,1,1,2,4,14,4,20,47
84,2,2,4,2,4,1,1,1,1,2,2,4,14,7,11,41
84,3,2,4,2,4,2,1,1,1,3,2,4,15,2,11,77
84,3,2,4,2,4,1,1,1,1,1,2,4,16,6,8,53
84,3,2,7,4,3,1,1,1,1,2,2,4,16,7,22,40
84,11,2,4,4,4,1,1,3,1,1,2,4,17,4,5,41
52,3,2,4,2,4,1,1,1,1,1,2,10,39,4,11,57
52,3,2,4,4,4,1,1,1,1,2,2,10,39,6,23,42
75,3,2,4,2,4,1,1,1,1,2,2,4,16,5,17,52
75,2,2,4,2,4,4,1,3,1,2,2,5,21,6,18,35
75,3,2,7,2,3,1,1,1,1,1,2,5,19,5,8,42
75,3,2,4,2,4,1,1,1,1,2,2,5,18,7,17,39
75,5,2,6,2,4,1,1,1,1,1,2,5,19,2,7,71
75,3,2,3,2,3,1,1,3,1,3,2,5,19,5,9,61
75,3,2,4,2,4,1,1,3,1,2,2,6,25,3,18,43
75,6,2,4,2,4,1,1,2,1,2,2,6,22,3,21,32
24,8,2,4,2,4,1,1,3,1,1,2,6,22,5,13,63
24,3,2,8,2,4,1,1,1,1,1,2,6,23,2,17,66
24,3,2,3,2,3,1,1,1,1,3,2,6,25,5,17,53
24,3,2,4,2,4,1,1,1,1,6,2,6,24,5,18,70
75,1,2,4,2,4,1,1,1,1,1,2,7,27,2,10,60
75,3,2,4,4,4,1,1,1,1,2,2,7,27,6,20,37
75,3,2,4,2,4,1,1,1,1,2,2,7,30,3,10,38
75,3,2,4,2,4,1,1,1,1,2,2,7,30,3,9,100
75,3,2,4,2,4,5,1,3,1,2,2,8,33,2,11,71
27,3,2,4,2,4,2,1,1,1,2,2,7,30,3,20,48
27,16,2,4,2,4,1,1,1,1,6,2,7,26,4,11,84
27,3,2,4,2,4,1,1,1,1,2,2,8,34,5,19,40
93,3,2,4,2,4,6,1,1,1,1,2,6,22,5,9,72
93,3,2,4,2,4,1,1,1,1,1,2,6,23,1,19,56
24,3,2,4,2,4,1,1,1,1,5,2,9,35,6,12,56
84,3,2,4,2,4,7,1,1,1,1,2,5,18,4,14,58
84,3,2,4,2,4,1,1,1,1,2,2,5,19,3,19,37
84,3,2,7,2,3,1,1,1,1,4,2,5,19,4,18,37
84,3,2,4,2,4,1,1,1,1,2,2,5,19,7,7,44
84,3,2,4,2,4,1,1,4,1,2,2,5,20,6,15,36
84,3,2,4,2,4,1,1,1,1,3,2,5,19,6,18,40
53,3,2,4,2,3,1,1,4,1,2,2,5,19,4,18,41
53,3,2,4,2,4,4,1,3,1,2,2,5,21,6,12,68
53,3,2,4,2,4,1,1,1,1,2,2,5,18,7,16,41
53,3,2,4,2,4,4,1,1,1,2,2,5,19,6,17,60
53,2,2,4,2,4,2,1,1,1,1,2,5,21,2,18,46
53,3,2,4,2,4,7,1,1,1,2,2,5,21,6,19,36
24,3,2,4,3,4,6,1,1,1,2,2,8,35,1,6,84
24,3,2,4,2,4,3,1,1,1,2,2,8,33,1,17,71
24,3,2,4,2,4,1,1,1,1,2,2,8,31,7,18,42
24,3,2,4,2,4,1,1,1,1,2,2,8,31,7,18,43
52,6,2,4,2,4,1,1,2,1,2,2,9,37,6,19,29
52,3,2,4,2,4,1,1,1,1,6,2,9,37,6,19,96
76,3,2,4,2,4,1,1,1,1,1,2,8,34,2,10,70
76,3,2,4,2,4,1,1,1,1,6,2,8,34,2,17,34
76,2,2,4,4,4,1,1,1,1,6,2,8,34,5,1,57
76,2,2,4,4,4,1,2,1,1,6,2,8,34,5,1,57
53,6,2,4,2,4,5,1,2,1,1,2,6,25,7,21,34
53,2,2,4,2,4,2,1,1,1,1,2,6,22,2,15,58
53,15,2,4,2,4,1,1,2,1,2,2,6,22,3,17,32
53,3,2,6,2,4,1,1,1,1,2,2,6,22,5,10,47
84,3,2,4,2,4,1,1,1,1,2,2,6,22,6,12,35
84,3,2,4,2,4,1,1,1,1,2,2,6,22,6,12,48
